ZADD street_moral 16  {"name":"corrupt",                                    "score":16  }
ZADD street_moral 20  {"name":"repungent",                                    "score":20  }
ZADD street_moral 24  {"name":"unpleasant",                                    "score":24  }
ZADD street_moral 28  {"name":"opportunistic",                                    "score":28  }
ZADD street_moral 32  {"name":"villianous",                                    "score":32  }
ZADD street_moral 36  {"name":"nefarious",                                    "score":36  }
#
ZADD street_moral 40  {"name":"cold",                                    "score":40  }
ZADD street_moral 45  {"name":"unconcerned",                                    "score":45  }
ZADD street_moral 50  {"name":"undecided",                                    "score":50  }
ZADD street_moral 55  {"name":"uncomitted",                                    "score":55  }
ZADD street_moral 60  {"name":"indifferent",                                    "score":60  }
ZADD street_moral 65  {"name":"indifferent",                                    "score":65  }
#
ZADD street_moral 70  {"name":"well meaning",                                    "score":70  }
ZADD street_moral 75  {"name":"trustworty",                                    "score":75  }
ZADD street_moral 80  {"name":"nice",                                    "score":80  }
ZADD street_moral 85  {"name":"ethical",                                    "score":85  }
ZADD street_moral 90  {"name":"honest",                                    "score":90  }
ZADD street_moral 95  {"name":"praise-worthy",                                    "score":95  }
ZADD street_moral 96  {"name":"virtuous",                                    "score":96  }




ZADD street_order 5  {"name":"unreliable",                                         "score":5  }
ZADD street_order 10  {"name":"irresponsible",                                         "score":10  }
ZADD street_order 15  {"name":"questionable",                                         "score":15  }
ZADD street_order 20  {"name":"unpredictable",                                         "score":20  }
ZADD street_order 25  {"name":"deranged",                                         "score":25  }
ZADD street_order 30  {"name":"incoherent",                                         "score":30  }
ZADD street_order 35  {"name":"vague",                                         "score":35  }
#
ZADD street_order 40  {"name":"bystanding",                                         "score":40  }
ZADD street_order 45  {"name":"detached",                                         "score":45  }
ZADD street_order 50  {"name":"non-participating",                                         "score":50  }
ZADD street_order 55  {"name":"non-conformist",                                         "score":55  }
ZADD street_order 60  {"name":"unflappable",                                         "score":60  }
#
ZADD street_order 65  {"name":"reliable",                                         "score":65  }
ZADD street_order 70  {"name":"dependable",                                         "score":70  }
ZADD street_order 75  {"name":"sure",                                         "score":75  }
ZADD street_order 80  {"name":"legitimized",                                         "score":80  }
ZADD street_order 85  {"name":"organized",                                         "score":85  }
ZADD street_order 90  {"name":"dutiful",                                         "score":90  }
ZADD street_order 91  {"name":"honorable",                                         "score":91  }
#
#
#        <tolerance>
ZADD street_tolerance 20  {"name":"despise",                                         "score":20  }
ZADD street_tolerance 30  {"name":"hate",                                         "score":30  }
ZADD street_tolerance 40  {"name":"are critical of",                                         "score":40  }
ZADD street_tolerance 50  {"name":"ignore",                                         "score":50  }
ZADD street_tolerance 60  {"name":"are neutral towards",                                         "score":60  }
ZADD street_tolerance 70  {"name":"are accepting of",                                         "score":70  }
ZADD street_tolerance 80  {"name":"accept",                                         "score":80  }
ZADD street_tolerance 81  {"name":"love",                                         "score":81  }
#
#        <economy>
ZADD street_economy 6  {"name":"crumbling",                                         "score":6  }
ZADD street_economy 12  {"name":"failing",                                         "score":12  }
ZADD street_economy 18  {"name":"uncertain",                                         "score":18  }
ZADD street_economy 24  {"name":"shaky",                                         "score":24  }
ZADD street_economy 30  {"name":"weak",                                         "score":30  }
#
ZADD street_economy 36  {"name":"calm",                                         "score":36  }
ZADD street_economy 42  {"name":"stable",                                         "score":42  }
ZADD street_economy 48  {"name":"insulated",                                         "score":48  }
ZADD street_economy 54  {"name":"unwavering",                                         "score":54  }
ZADD street_economy 60  {"name":"steady",                                         "score":60  }
ZADD street_economy 66  {"name":"steadfast",                                         "score":66  }
#
ZADD street_economy 72  {"name":"good",                                         "score":72  }
ZADD street_economy 78  {"name":"healthy",                                         "score":78  }
ZADD street_economy 84  {"name":"flourishing",                                         "score":84  }
ZADD street_economy 90  {"name":"growing",                                         "score":90  }
ZADD street_economy 96  {"name":"vibrant",                                         "score":96  }
ZADD street_economy 97  {"name":"lively",                                         "score":97  }
#
#        <crime>
ZADD street_crime 10  {"name":"rampant",                                         "score":10  }
ZADD street_crime 30  {"name":"common",                                         "score":30  }
ZADD street_crime 50  {"name":"occasional",                                         "score":50  }
ZADD street_crime 70  {"name":"unusual",                                         "score":70  }
ZADD street_crime 90  {"name":"rare",                                         "score":90  }
ZADD street_crime 91  {"name":"unheard of",                                         "score":91  }
#
#    <streets>
#        <title>rough
#        <title>broken
#        <title>pristine
#        <title>irregular
#        <title>smooth
#        <title>bumpy
#        <title>crude
#        <title>even
#        <title>well-maintained
#        <title>filthy
#        <title>muddy
#        <root>dirt roads
#        <root>dirt tracks
#        <root>cobblestone streets
#        <root>cobblestone paths
#        <trailer>in a grid pattern
#        <trailer>in a ray pattern
#        <trailer>in a contour-forming pattern
#        <trailer>in an irregular pattern
#        <trailer>in a random mesh pattern
#        <trailer>in an organic pattern
#        <trailer>in a fragmented parallel pattern
#        <trailer>in a looped pattern
#        <trailer>in a warped parallel pattern
#        <trailer>in a linear pattern
#        <trailer>in a wheel and spoke pattern
#
#    <popdensity>
#        <option          max:"20" type:"sparsely"   />
#        <option min:"21" max:"40" type:"lightly"    />
#        <option min:"41" max:"60" type:"nominally"  />
#        <option min:"61" max:"80" type:"moderately" />
#        <option min:"81"          type:"densely"    />
